word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust	Sum of labels
nimetön	0	1	0	0	0	0	0	1	0	0	2
nimeämätön	0	1	0	0	1	0	0	0	0	0	2
nimike	0	0	0	0	0	0	0	0	0	1	1
nimitys	1	0	0	0	0	0	0	0	0	0	1
niskoitteleva	0	1	1	0	1	0	0	0	0	0	3
niskottelu	0	1	1	0	0	0	0	0	0	0	2
niukka	0	1	0	0	0	1	0	1	0	0	3
niukkuus	0	1	1	0	0	1	0	1	0	0	4
niveltää	1	0	0	0	0	0	0	0	0	0	1
noita	0	1	1	0	1	1	0	0	0	0	4
noituri	0	0	0	0	0	1	0	0	0	0	1
noituus	0	1	1	0	0	1	0	1	0	0	4
noki	0	1	0	0	1	0	0	0	0	0	2
nokkela	1	0	0	0	0	0	1	0	0	0	2
nokkeluus	1	0	0	0	0	0	0	0	0	0	1
nokkeluutta	1	0	0	0	0	0	0	0	0	0	1
nokkia	1	0	0	0	0	0	0	0	0	0	1
nokkonen	0	1	1	0	1	0	0	0	0	0	3
nolata	0	1	0	0	0	0	0	1	0	0	2
nopea	0	0	0	0	0	0	0	0	1	0	1
nopeus	1	0	0	0	0	0	0	0	1	0	2
nopeuttaa	0	0	0	1	0	0	0	0	0	0	1
noppapeli	0	0	0	1	0	0	0	0	0	0	1
normaalius	1	0	0	0	0	0	0	0	0	0	1
notaari	0	0	0	0	0	0	0	0	0	1	1
notkea	1	0	0	0	0	0	0	0	0	0	1
notkua	0	1	0	0	1	0	0	1	0	0	3
noudattaminen	1	0	0	0	0	0	0	0	0	1	2
nouseva	1	0	0	1	0	0	1	0	0	0	3
nousu	1	0	0	0	0	0	0	0	0	0	1
nuhjuinen	0	1	0	0	1	0	0	0	0	0	2
nuhruinen	0	1	0	0	1	0	0	0	0	0	2
nuhteeton	1	0	0	0	0	0	0	0	0	0	1
nuhteettomuus	1	0	0	0	0	0	0	0	0	1	2
nuhtelu	0	1	1	0	0	0	0	0	0	0	2
nuija	0	1	0	0	0	1	0	0	0	0	2
nujakka	0	1	0	0	0	1	0	0	0	0	2
nukka	0	1	0	0	0	0	0	0	0	0	1
nukke	0	0	0	0	0	0	1	0	0	0	1
numero	0	0	0	0	0	0	0	0	0	1	1
numerot	1	0	0	0	0	0	0	0	0	0	1
nunna	0	1	0	0	0	0	0	0	0	1	2
nuolikotelo	0	1	0	0	0	1	0	0	0	0	2
nuolla	0	1	0	0	1	0	0	0	0	0	2
nuorempi	1	0	0	0	0	0	0	0	0	0	1
nuorentaa	1	0	0	0	0	0	0	0	0	0	1
nuoret	1	0	1	1	0	1	1	0	1	0	6
nuori	1	0	0	1	0	0	1	0	1	0	4
nuorten-	0	1	0	0	0	0	0	0	0	0	1
nuortua	1	0	0	0	0	0	0	0	0	0	1
nuuka	0	1	1	0	1	1	0	1	0	0	5
nykiä	0	1	0	0	0	0	0	0	0	0	1
nynny	0	1	0	0	0	0	0	0	0	0	1
nyrjähdys	0	1	0	0	0	0	0	1	0	0	2
nyrkkeily	0	0	1	0	0	0	0	0	0	0	1
nyrpeä	0	1	1	0	1	0	0	1	0	0	4
nyyhkyttää	0	1	0	0	0	0	0	1	0	0	2
näennäisesti	0	1	0	0	0	0	0	0	0	0	1
nähtävyys	1	0	0	0	0	0	0	0	0	0	1
näkemiin	1	0	0	1	0	0	1	0	0	0	3
näkemys	1	0	0	1	0	0	0	0	0	0	2
näkijä	1	0	0	1	0	0	1	0	0	1	4
näkymä	1	0	0	0	0	0	0	0	0	0	1
näkyvästi	1	0	0	0	0	0	0	0	0	0	1
nälkiintyminen	0	1	0	0	0	1	0	1	0	0	3
nälkäinen	0	1	0	1	0	0	0	0	0	0	2
nääntyvä	0	1	0	0	0	0	0	0	0	0	1
nälviä	0	1	1	0	0	0	0	1	0	0	3
nälänhätä	0	1	0	0	0	0	0	1	0	0	2
näppylä	0	1	0	0	1	0	0	0	0	0	2
närkästys	0	1	1	0	1	0	0	0	0	0	3
närästys	0	1	0	0	0	0	0	0	0	0	1
nätti	1	0	0	1	0	0	1	0	0	1	4
näyte	0	1	0	0	0	0	0	0	0	0	1
näyttävä	0	1	0	0	0	0	0	0	0	0	1
nääntyä	0	1	0	0	0	0	0	0	0	0	1
nössö	0	1	0	0	1	1	0	0	0	0	3
nöyristelevä	0	1	0	0	1	1	0	1	0	0	4
nöyryys	1	0	0	0	0	0	0	0	0	1	2
nöyryyttänyt	1	0	0	0	0	0	0	1	0	0	2
nöyryyttävä	0	1	0	0	1	0	0	0	0	0	2
nöyryyttää	0	1	1	0	0	0	0	1	0	0	3
nöyryytys	0	1	0	0	1	0	0	1	0	0	3
nöyrä	1	1	0	0	1	0	0	1	0	0	4
nöyrästi	1	0	0	0	0	0	0	0	0	0	1
obi	0	1	0	0	1	1	0	0	0	0	3
kuolinilmoitus	0	1	0	0	0	0	0	1	1	0	3
hävitys	0	1	0	0	0	1	0	1	0	0	3
odottaa	0	1	0	1	0	0	0	0	0	0	2
odote	0	0	0	1	0	0	0	0	0	0	1
odotettu	0	0	0	1	0	0	0	0	0	0	1
odottaa	0	0	0	1	0	0	0	0	0	0	1
odottamaton	1	1	0	1	0	1	1	0	1	0	6
odottava	0	0	0	1	0	0	0	0	0	0	1
odotus	1	0	0	1	0	0	0	0	0	0	2
offset	1	0	0	1	0	0	0	0	0	0	2
ohittaa	0	1	0	0	0	0	0	0	0	0	1
ohjaaja	1	0	0	0	0	0	0	0	0	1	2
ohjaamo	1	0	0	0	0	0	0	0	0	0	1
ohjat	0	1	0	0	0	0	0	0	0	0	1
ohje	1	0	0	0	0	0	0	0	0	1	2
ohjeet	0	0	0	1	0	0	0	0	0	1	2
ohjelma	0	1	0	0	0	0	0	0	0	0	1
ohjus	0	0	0	0	0	1	0	0	0	0	1
oikeaksi	1	0	0	0	0	0	0	0	0	0	1
oikeinkirjoitus	1	0	0	0	0	0	0	0	0	0	1
oikeudellinen	1	0	0	0	0	0	0	0	0	1	2
oikeudenkäynti	0	1	0	0	0	0	0	0	0	0	1
oikeudenmukainen	1	0	0	0	0	0	0	0	0	0	1
oikeudenmukaisuus	1	0	0	0	0	0	0	0	0	1	2
oikeudenvastainen	0	1	0	0	0	1	0	0	0	0	2
oikeus-	1	0	0	1	0	0	0	0	0	1	3
oikeusjuttu	0	1	1	0	1	1	0	1	1	0	6
oikeuslaitos	0	0	0	1	0	0	0	0	0	1	2
oikeustiede	0	0	0	0	0	0	0	1	0	0	1
oikeutettu	1	0	0	0	0	0	0	0	0	0	1
oikeutetusti	1	0	0	0	0	0	0	0	0	0	1
oikeutus	1	0	0	0	0	0	0	0	0	0	1
oikullinen	0	1	0	0	0	0	0	0	0	0	1
oire	0	1	0	0	0	0	0	0	0	0	1
oja	0	0	0	0	0	1	0	0	0	0	1
oksentaa	0	0	0	0	1	0	0	0	0	0	1
oksentelu	0	1	0	0	0	0	0	0	0	0	1
okultti	0	1	0	0	1	1	0	0	0	0	3
olemassaolo	1	0	0	0	0	0	0	0	0	0	1
olennainen	1	0	0	0	0	0	0	0	0	0	1
olento	0	1	0	0	1	1	0	0	0	0	3
olettamus	0	0	0	0	0	0	0	0	0	1	1
oletusarvo	0	1	0	0	1	1	0	1	0	0	4
oljenkorsi	0	0	0	0	0	0	0	0	1	0	1
olkapää	1	0	0	0	0	0	0	0	0	1	2
olla eri mieltä	0	1	1	0	0	0	0	0	0	0	2
olla tottelematta	0	1	1	0	1	0	0	0	0	0	3
olla yhtä aikaa olemassa	1	0	0	0	0	0	0	0	0	1	2
olut	1	0	0	0	0	0	1	0	0	0	2
oma pääoma	1	0	0	0	0	0	0	0	0	0	1
omahyväinen	0	1	0	0	0	0	0	0	0	0	1
omahyväisyys	1	0	0	0	0	0	0	0	0	0	1
varallisuus	1	0	0	0	0	0	0	0	0	0	1
omaisuus	1	0	0	1	0	0	1	0	1	1	5
omaperäisyys	1	0	0	0	0	0	0	0	1	0	2
omapäinen	0	1	1	0	0	0	0	0	0	0	2
omatunto	1	0	0	0	0	0	0	0	0	1	2
ominaisuus	1	0	0	0	0	0	0	0	0	0	1
omistaa	1	0	0	1	0	0	1	0	0	1	4
omistaminen	1	0	0	0	0	0	0	0	0	0	1
omistautuminen	1	0	0	0	0	0	0	0	0	0	1
omituinen	0	1	0	0	1	1	0	0	1	0	4
ongelma	0	1	0	0	0	1	0	1	0	0	3
ongelmakohta	0	1	0	0	0	0	0	0	0	0	1
onkiminen	0	1	0	1	0	0	0	0	0	0	2
onnekas	1	0	0	0	0	0	1	0	1	0	3
onneksi	1	0	0	0	0	0	1	0	0	0	2
onnellinen	1	0	0	1	0	0	1	0	0	1	4
onnellisuus	1	0	0	1	0	0	1	0	0	0	3
onnenpotku	0	0	0	0	0	0	0	0	1	0	1
onneton	0	1	1	0	1	1	0	1	0	0	5
onnettomuus	0	1	0	0	0	1	0	1	1	0	4
onnettomuutta	0	1	0	0	0	0	0	1	0	0	2
onni	1	0	0	1	0	0	1	0	1	0	4
onnistunut	1	0	0	1	0	0	1	0	0	1	4
onnittelu	1	0	0	0	0	0	1	0	0	0	2
ontto	0	1	0	0	0	0	0	1	0	0	2
ontua	0	1	0	0	0	0	0	0	0	0	1
oopiumi	0	1	1	0	1	1	0	1	0	0	5
ooppera	1	0	1	1	0	1	1	1	1	1	8
ooppera-	0	1	0	0	0	0	0	0	0	0	1
opas	1	0	0	0	0	0	0	0	0	1	2
opaskirja	1	0	0	0	0	0	0	0	0	1	2
opastaja	1	0	0	0	0	0	0	0	0	1	2
opastus	1	0	0	0	0	0	0	0	0	1	2
operaatio	0	0	0	0	0	1	0	0	0	1	2
opettaa	1	0	0	0	0	0	1	0	1	1	4
opettaja	1	0	0	0	0	0	0	0	0	1	2
opettanut	0	0	0	0	0	0	0	0	0	1	1
opettava	1	0	0	0	0	0	0	0	0	0	1
opetus	1	0	0	0	0	0	0	0	0	1	2
opetuslapsi	0	0	0	0	0	0	0	0	0	1	1
opiaattien	0	1	0	0	0	0	0	0	0	0	1
oppi	0	0	0	0	0	0	0	0	0	1	1
oppia	1	0	0	0	0	0	0	0	0	0	1
oppimaton	0	1	0	0	1	0	0	0	0	0	2
oppiminen	1	0	0	0	0	0	0	0	0	0	1
oppinut	1	0	0	1	0	0	0	0	0	1	3
oppipoika	0	0	0	0	0	0	0	0	0	1	1
oppisopimus	0	1	1	0	0	0	0	0	0	0	2
oppitunti	1	0	0	1	0	0	0	0	0	1	3
optimismi	1	0	0	1	0	0	1	0	1	1	5
optimisti	1	0	0	0	0	0	0	0	0	1	2
oraakkeli	1	0	0	1	0	0	0	0	0	1	3
orastava	0	0	0	1	0	0	0	0	0	0	1
orgaaninen	1	0	0	0	0	0	0	0	0	0	1
organisaatio	1	0	0	1	0	0	1	0	1	1	5
orgasmi	1	0	0	1	0	0	1	0	0	0	3
ori	1	0	0	0	0	0	0	0	0	0	1
orja	0	1	1	0	0	1	0	1	0	0	4
orjuus	0	1	1	0	1	1	0	1	0	0	5
orjuutettu	0	1	1	0	1	1	0	1	0	0	5
orjuuttaa	0	1	0	0	0	0	0	0	0	0	1
orjuuttaminen	0	1	0	0	0	0	0	0	0	0	1
orkesteri	1	0	1	0	0	0	1	1	0	1	5
orpo	0	1	0	0	0	1	0	1	0	0	3
osaava	1	1	0	0	0	0	0	0	0	0	2
osakkeet	0	1	0	0	0	0	0	0	0	0	1
osallistua	1	0	0	0	0	0	0	0	0	0	1
osallistuminen	0	0	1	0	0	0	0	0	0	0	1
osallistumista	1	0	0	0	0	0	0	0	0	0	1
osoittaa	1	0	0	0	0	0	0	0	0	1	2
osoittaa jklle ystävällisyyttä	1	0	0	0	0	0	1	0	0	1	3
osoittaa oikeaksi	0	0	1	0	0	0	0	0	0	0	1
osoitteet	1	0	0	1	0	0	0	0	0	0	2
ostokset	1	0	0	1	0	0	1	0	1	1	5
osuma	0	1	1	0	0	0	0	0	0	0	2
osuuskunta	1	0	0	0	0	0	0	0	0	1	2
osuva	1	0	0	0	0	0	0	0	0	0	1
otaksua	1	0	0	0	0	0	0	0	0	0	1
otaksuma	0	0	0	1	0	0	0	0	0	0	1
otaksuttu	0	0	0	0	0	0	0	0	0	1	1
otollinen	1	0	0	0	0	0	1	0	0	0	2
otsikko	1	0	0	0	0	0	0	0	0	1	2
ottaa	0	1	0	0	0	0	0	0	1	0	2
ottelu	0	1	1	0	0	0	0	0	0	0	2
outo	0	1	0	0	1	0	0	0	0	0	2
outolintu	0	1	0	0	0	1	0	0	0	0	2
ovela	0	1	1	0	1	1	0	0	0	0	4
paahtaa	0	1	1	0	0	0	0	0	0	0	2
paahtava	0	1	0	0	0	0	0	0	0	0	1
paahtavan kuuma	0	1	1	0	0	0	0	0	0	0	2
paali	0	1	0	0	0	1	0	0	0	0	2
paarit	0	0	0	0	0	1	0	1	0	0	2
paasto	0	1	0	0	0	0	0	1	0	0	2
paavi	1	0	0	0	0	0	0	0	0	0	1
paeta	1	1	0	1	0	1	0	0	0	0	4
paha	0	1	0	0	0	1	0	0	0	0	2
pahaaavistus	0	1	0	1	0	1	0	0	0	0	3
pahaenne	0	1	0	1	0	1	0	0	0	0	3
pahaenteinen	0	1	0	1	0	1	0	0	0	0	3
pahamaineinen	0	1	1	0	1	1	0	0	0	0	4
pahamaineisuus	1	1	1	0	1	1	0	0	0	0	5
pahanlaatuinen	0	1	1	0	0	1	0	0	0	0	3
pahanlaatuisuus	0	1	0	0	0	1	0	1	0	0	3
pahanolontunne	0	1	0	0	0	0	0	1	0	0	2
pahansuopa	0	1	1	0	1	1	0	1	0	0	5
pahantuulinen	0	1	1	0	0	0	0	1	0	0	3
pahastua	0	1	1	0	0	0	0	0	0	0	2
paheksua	0	1	1	0	1	1	0	1	0	0	5
paheksunta	0	1	0	0	0	0	0	1	0	0	2
paheneminen	0	1	1	0	0	1	0	0	0	0	3
pahentaa	0	1	0	0	0	0	0	0	0	0	1
pahis	0	1	1	0	0	1	0	0	0	0	3
pahoillaan	0	1	0	0	0	0	0	1	0	0	2
pahoinpitely	0	1	1	0	0	1	0	0	0	0	3
pahoinvointi	0	1	0	0	1	0	0	0	0	0	2
pahoinvoiva	0	1	0	0	1	0	0	1	0	0	3
pahoittelee	0	1	0	0	0	0	0	1	0	0	2
pahoitteli	0	1	0	0	0	0	0	1	0	0	2
paholainen	0	1	1	1	1	1	0	1	0	0	6
pahuksen	0	1	1	0	1	0	0	0	0	0	3
pahus	0	1	0	0	0	0	0	0	0	0	1
pahuus	0	1	1	0	1	1	0	0	0	0	4
paikallistaa	0	0	0	1	0	0	0	0	0	0	1
paimen	1	0	0	0	0	0	0	0	0	1	2
painajainen	0	1	0	0	0	1	0	0	0	0	2
painautua	1	0	0	0	0	0	0	0	0	1	2
painava	0	0	0	0	0	1	0	0	0	0	1
paine	0	1	0	0	0	0	0	0	0	0	1
paini	0	1	0	0	0	0	0	0	0	0	1
paino	1	1	0	1	1	1	1	1	1	1	9
painos	0	0	0	1	0	0	0	0	0	0	1
painottaa	0	0	0	0	0	0	0	0	0	1	1
painottunut	0	1	1	1	0	0	0	0	0	0	3
painovirhe	0	1	0	0	0	0	0	0	0	0	1
painuma	0	1	0	0	0	1	0	0	0	0	2
paise	0	1	0	0	0	0	0	1	0	0	2
paistaa	1	0	0	0	0	0	0	0	0	0	1
paisunut	0	1	0	0	1	0	0	0	0	0	2
pakana	0	1	0	0	0	1	0	0	0	0	2
pakeni	0	0	0	0	0	1	0	0	0	0	1
pakko	0	1	0	0	0	1	0	0	0	0	2
pakkolunastus	0	1	0	0	0	0	0	0	0	0	1
pakkooire	0	1	1	0	0	0	0	0	0	0	2
pakokaasu	0	1	0	0	0	0	0	0	0	0	1
pakolainen	0	0	0	0	0	0	0	1	0	0	1
pakolla	0	1	1	0	0	1	0	0	0	0	3
pakollinen	0	1	0	0	0	0	0	0	0	0	1
pakonalla	0	1	1	0	1	1	0	1	0	0	5
pakottaa	0	1	1	0	1	1	0	0	0	0	4
pakottaminen	0	1	1	0	1	1	0	1	0	0	5
palanut	0	1	0	0	1	0	0	0	0	0	2
palauttaa	1	0	0	0	0	0	0	0	0	0	1
palauttaminen	1	0	0	0	0	0	0	0	0	0	1
palauttava	1	0	0	1	0	0	1	0	0	1	4
palautus	1	0	1	0	0	0	0	0	0	0	2
paleltuma	0	1	0	0	0	0	0	0	0	0	1
paljastaa	0	0	0	0	0	0	0	0	1	0	1
palkat	1	0	0	0	0	0	1	0	0	0	2
palkaton	0	1	1	0	0	0	0	1	0	0	3
palkeet	0	0	1	0	0	0	0	0	0	0	1
palkinnonsaaja	1	0	0	0	0	0	0	0	0	1	2
palkinto	1	0	0	1	0	0	1	0	1	1	5
palkkasoturi	0	1	0	0	0	1	0	0	0	0	2
palkkaus	1	0	0	1	0	0	1	0	0	1	4
palkki	1	0	0	0	0	0	1	0	0	0	2
palkkio	1	0	0	1	0	0	1	0	1	1	5
palkollinen	0	1	0	0	0	0	0	0	0	0	1
palomies	0	0	0	0	0	0	0	0	0	1	1
palopommi	0	1	1	0	0	1	0	0	1	0	4
palsami	1	0	0	0	0	0	0	0	0	0	1
palvelija	0	1	0	0	0	0	0	0	0	1	2
palvella	0	1	0	0	0	0	0	0	0	1	2
palvoa	1	0	0	1	0	1	1	0	0	1	5
palvonta	1	0	0	0	0	0	1	0	0	1	3
pamaus	0	1	1	0	1	1	0	1	1	0	6
pandeeminen	0	1	0	0	0	1	0	1	0	0	3
panetteleva	0	1	0	0	0	0	0	0	0	0	1
panier	1	0	0	0	0	0	0	0	0	0	1
paniikki	0	1	0	0	0	1	0	0	0	0	2
pankki	0	0	0	0	0	0	0	0	0	1	1
pankkiiri	0	0	0	0	0	0	0	0	0	1	1
panna viralta	0	0	0	0	0	0	0	1	0	0	1
panna väärään paikkaan	0	1	1	0	1	0	0	0	0	0	3
pannajulistus	0	1	1	0	1	1	0	1	0	0	5
panssari	1	0	0	0	0	1	0	0	0	1	3
panssaroitu	0	0	0	0	0	1	0	0	0	0	1
pantti	1	0	0	0	0	0	1	0	0	1	3
panttivanki	0	1	1	0	0	1	0	0	0	0	3
papillinen	1	0	0	0	0	0	0	0	0	0	1
pappeus	1	0	0	1	0	0	1	1	0	1	5
pappi	1	0	0	0	0	0	0	0	0	1	2
paprika	1	0	0	0	0	0	0	0	0	0	1
papukaija	0	1	0	0	1	0	0	0	0	0	2
paraati	1	1	0	1	0	1	1	0	1	0	6
parafraasi	1	1	0	0	0	0	0	0	0	0	2
paraneminen	1	0	0	1	0	0	1	0	0	1	4
parannettavissa oleva	1	0	0	0	0	0	0	0	0	1	2
parannus	1	0	0	0	0	0	1	0	0	1	3
parannuskeino	1	0	0	1	0	0	1	0	0	1	4
parantaa	1	0	0	0	0	0	1	0	0	1	3
parantaminen	1	0	0	0	0	0	0	0	0	0	1
parantumaton	0	1	1	0	1	1	0	1	0	0	5
parantunut	1	0	0	0	0	0	0	0	0	0	1
paremmuus	1	0	0	0	0	0	0	0	0	0	1
paristo	0	1	1	0	0	0	0	0	0	0	2
parittaja	0	1	0	0	0	0	0	0	0	0	1
parjata	0	1	1	0	1	0	0	0	0	0	3
parkua	0	1	0	0	0	0	0	1	0	0	2
parru	0	1	0	0	0	0	0	0	0	0	1
partaalla	0	1	0	1	0	1	0	0	0	0	3
partakone	0	0	0	0	0	1	0	0	0	0	1
partio	0	0	0	0	0	0	0	0	0	1	1
parvi	0	0	0	0	1	0	0	0	0	0	1
paska	0	1	0	0	1	0	0	0	0	0	2
paskiainen	0	1	0	0	0	0	0	0	0	0	1
passiivinen	0	1	0	0	0	0	0	0	0	0	1
passiivisuus	0	1	0	0	0	0	0	0	0	0	1
passitus	0	1	0	0	0	0	0	1	0	0	2
pastori	1	0	0	0	0	0	1	0	0	1	3
pataljoona	0	0	1	0	0	0	0	0	0	0	1
patentti-	1	0	0	0	0	0	0	0	0	0	1
patriarkaalinen	1	0	0	0	0	0	0	0	0	1	2
patruuna	0	0	0	0	0	1	0	0	0	0	1
patsas	1	0	0	0	0	0	0	0	0	0	1
pattitilanne	0	0	1	0	1	0	0	0	0	0	2
paula	0	1	0	0	0	1	0	0	0	0	2
paviaani	0	1	0	0	1	0	0	0	0	0	2
peikko	0	1	1	0	0	1	0	0	0	0	3
pelaaja	0	1	0	0	0	0	0	0	0	0	1
pelastaa	1	0	0	1	0	0	1	0	1	1	5
pelastus	1	0	0	1	0	0	1	0	0	1	4
pelivara	1	0	0	0	0	0	0	0	0	0	1
pelko	0	1	1	0	0	1	0	0	0	0	3
pelkuri	0	1	0	0	1	1	0	1	0	0	4
pelkurimainen	0	1	0	0	0	1	0	0	0	0	2
pelkuruus	0	1	0	0	0	1	0	0	0	0	2
pelle	1	0	0	1	0	0	1	0	1	0	4
peloissaan	0	1	0	0	0	1	0	0	0	0	2
pelotella	0	1	0	0	0	1	0	0	0	0	2
peloton	1	0	0	0	0	1	0	0	0	0	2
pelottava	0	1	0	0	1	1	0	1	1	0	5
pelottavan	0	1	0	0	0	1	0	1	1	0	4
pelotuskeino	0	1	0	0	0	0	0	0	0	0	1
peluri	0	1	0	1	0	0	0	0	1	0	3
pelästynyt	0	1	0	0	0	1	0	0	1	0	3
pelästyttää	0	1	1	1	0	1	0	0	1	0	5
peläten	0	1	0	0	0	1	0	0	0	0	2
pentu	1	0	0	1	0	0	0	0	0	1	3
perehtymätön	0	1	0	0	0	0	0	0	0	0	1
perehtyneisyys	1	0	0	1	0	0	1	0	0	1	4
perehtynyt	1	0	0	0	0	0	0	0	0	0	1
peri	0	0	0	0	0	0	0	0	1	0	1
perimmäinen	0	0	0	1	0	0	0	1	0	0	2
perinteinen	1	0	0	0	0	0	0	0	0	0	1
testamenttilahjoitus	0	0	0	0	0	0	0	0	0	1	1
perintö	1	0	0	1	0	0	1	0	1	1	5
pernarutto	0	1	0	0	1	1	0	1	0	0	4
perse	0	1	0	0	0	0	0	0	0	0	1
perso	0	1	0	1	0	0	0	0	0	0	2
perspiraatio	0	0	0	0	1	0	0	0	0	0	1
pertussis	0	1	0	0	0	0	0	0	0	0	1
perua	0	1	1	0	0	0	0	0	0	0	2
peruminen	0	1	0	0	0	0	0	0	0	0	1
perusta	1	0	0	0	0	0	0	0	0	0	1
vakiinnuttaa	0	0	0	0	0	0	0	0	0	1	1
perusteellinen	1	0	0	0	0	0	0	0	0	1	2
perusteeton	0	1	0	0	0	0	0	0	0	0	1
perusteltu	1	0	0	0	0	0	0	0	0	1	2
perustelu	0	1	1	0	0	0	0	0	0	0	2
perustus	1	0	0	0	0	0	0	0	0	0	1
perustuslaillinen	1	0	0	0	0	0	0	0	0	1	2
perustuslain vastainen	0	1	0	0	0	0	0	0	0	0	1
peruuttaa	0	1	0	0	0	0	0	1	0	0	2
kumoa	0	1	0	0	0	0	0	0	0	0	1
vetäytyä	0	1	0	0	0	0	0	1	0	0	2
peruuttamaton	0	1	0	0	0	0	0	0	0	0	1
peruutus	0	1	0	0	0	0	0	0	0	0	1
perversio	0	1	1	0	1	0	0	1	0	0	4
perverssi	0	1	1	0	1	0	0	0	0	0	3
perä	0	1	0	0	0	0	0	0	0	0	1
perämies	1	0	0	0	0	0	0	0	0	1	2
peräpukamat	0	1	0	0	0	0	0	0	0	0	1
peräruiske	0	0	0	0	1	0	0	0	0	0	1
perättömästi	0	1	0	0	0	0	0	0	0	0	1
perätön	0	1	0	0	0	0	0	0	0	0	1
pesemätön	0	1	0	0	1	0	0	0	0	0	2
pessimismi	0	1	1	0	0	1	0	1	0	0	4
pessimisti	0	1	0	0	0	1	0	1	0	0	3
pesusieni	0	1	0	0	0	0	0	0	0	0	1
pesä	0	1	0	0	0	0	0	0	0	0	1
koto	0	0	0	0	0	0	0	0	0	1	1
pesää	0	1	0	0	0	0	0	0	0	0	1
petetty	0	1	0	0	1	0	0	0	0	0	2
petkuttaa	0	1	1	0	1	0	0	0	0	0	3
petkutus	0	1	1	0	1	1	0	1	1	0	6
peto	0	1	1	0	0	1	0	0	0	0	3
petolinnut	0	1	0	0	0	1	0	0	0	0	2
petollinen	0	1	1	0	1	1	0	0	0	0	4
petollisuus	0	1	1	0	0	1	0	1	1	0	5
petos	0	1	1	0	0	0	0	0	0	0	2
petti	0	1	1	0	0	0	0	0	0	0	2
petturi	0	1	1	0	1	1	0	1	0	0	5
pettymys	0	1	0	0	1	0	0	1	0	0	3
turhautuminen	0	1	1	0	0	0	0	0	0	0	2
pettynyt	0	1	1	0	1	0	0	1	0	0	4
pettämättömyys	0	0	0	0	0	0	0	0	0	1	1
pettää	0	1	1	0	1	0	0	1	1	0	5
peuhata	1	0	0	0	0	0	1	0	0	0	2
pian	0	0	0	1	0	0	0	0	0	0	1
pidentää	1	0	0	0	0	0	0	0	0	0	1
pidättyä	0	1	1	0	1	0	0	0	0	0	3
pidättäminen	0	1	0	0	0	0	0	1	0	0	2
pidättää	0	1	0	0	0	0	0	0	0	0	1
pidätys	0	1	0	0	0	0	0	0	0	0	1
pidätyskyvyttömyys	0	0	0	0	0	0	0	0	1	0	1
pielessä	0	1	0	0	0	0	0	0	0	0	1
pienentynyt	0	1	0	0	0	0	0	0	0	0	1
pienentää	0	1	0	0	0	0	0	1	0	0	2
pieni	0	1	0	0	0	0	0	0	0	0	1
piestä	0	1	1	0	0	1	0	1	0	0	4
piika	0	1	1	0	1	0	0	0	0	0	3
piikikäs	0	1	0	0	0	0	0	0	0	0	1
piikittelevä	0	1	0	0	0	0	0	0	0	0	1
piikki	0	1	0	0	0	0	0	0	0	0	1
piikkisika	0	1	0	0	0	0	0	0	0	0	1
piilevä	0	1	1	1	1	0	0	0	1	0	5
piilossa	0	0	0	0	0	1	0	0	0	0	1
piilotettu	0	1	0	1	0	1	0	0	1	0	4
piilottaa	0	0	0	0	0	1	0	0	0	0	1
piina	0	1	1	0	0	1	0	1	0	0	4
piirrellä	0	1	0	0	0	0	0	0	0	0	1
piiska	0	1	1	0	0	1	0	1	0	0	4
piispantarkastus	0	1	0	0	0	0	0	0	0	0	1
piittaamaton	0	1	1	0	1	0	0	1	0	0	4
piittaamattomuus	0	1	0	0	0	0	0	0	0	0	1
pikainen	1	0	0	0	0	0	0	0	0	0	1
pikee	0	1	1	0	0	0	0	0	0	0	2
pikkuhousut	0	0	0	0	0	0	0	0	0	1	1
pikkumainen	0	1	0	0	0	0	0	0	0	0	1
herkkähermoinen	0	1	0	0	1	1	0	0	0	0	3
piknikki	1	0	0	1	0	0	1	0	1	1	5
pila	1	0	0	0	0	0	1	0	1	0	3
pilalla	0	1	1	0	1	1	0	1	0	0	5
pilata	0	1	0	0	0	1	0	1	0	0	3
hemmotella	0	1	0	0	1	0	0	0	0	0	2
pilkahdus	1	0	0	1	0	0	1	0	1	0	4
pilkata	0	1	1	0	1	0	0	1	0	0	4
pilkka	0	1	0	0	1	0	0	0	0	0	2
pilkkoa	0	1	0	0	0	0	0	0	0	0	1
pilleri	1	0	0	0	0	0	0	0	0	1	2
pilttuu	0	0	0	0	1	0	0	0	0	0	1
pilvessä	0	1	0	0	0	0	0	0	0	0	1
pilvinen	0	0	0	0	0	0	0	1	0	0	1
pouta	0	1	0	0	0	0	0	0	0	0	1
pimeys	0	1	1	0	0	1	0	1	0	0	4
pinna	0	1	0	0	0	0	0	0	0	0	1
pinnallinen	0	1	0	0	0	0	0	0	0	0	1
pintapuolinen	0	1	0	0	0	0	0	0	0	0	1
pioneeri	1	0	0	0	0	0	0	0	0	0	1
piratismi	0	1	0	0	0	0	0	0	0	0	1
pirteä	1	0	0	1	0	0	1	0	0	0	3
pirullinen	0	1	0	0	1	1	0	0	0	0	3
pisteet	1	0	0	1	0	0	1	0	1	0	4
pisteliäs	0	1	0	0	0	1	0	0	0	0	2
pistely	0	1	0	0	0	0	0	0	0	0	1
