word	finnish-fi	emotion	emotion-intensity-score
cutthroat	murhamies	fear	0.664
murderous	murhanhimoinen	anger	0.853
murderous	murhanhimoinen	disgust	0.789
murderous	murhanhimoinen	fear	0.92
murderous	murhanhimoinen	sadness	0.844
murder	murhata	anger	0.897
murder	murhata	disgust	0.839
murder	murhata	fear	0.906
murder	murhata	sadness	0.828
woe	murhe	disgust	0.398
woe	murhe	fear	0.491
growls	murisee	anger	0.649
growl	murista	anger	0.652
growl	murista	fear	0.516
busted	murrettu	anger	0.455
busted	murrettu	fear	0.516
broke	mursi	fear	0.438
crushing	murskaava	anger	0.735
crushing	murskaava	disgust	0.398
crushing	murskaava	fear	0.672
smash	murskata	anger	0.758
smash	murskata	fear	0.656
crushed	murskattu	anger	0.672
crushed	murskattu	disgust	0.352
crushed	murskattu	fear	0.812
burglar	murtovaras	disgust	0.547
burglar	murtovaras	fear	0.594
music	musiikki	joy	0.531
musical	musikaali	anger	0.011
musical	musikaali	anticipation	0.367
musical	musikaali	joy	0.422
musical	musikaali	trust	0.492
musket	musketti	fear	0.391
jealous	mustasukkainen	anger	0.47
jealous	mustasukkainen	disgust	0.539
jealousy	mustasukkaisuus	anger	0.587
jealousy	mustasukkaisuus	disgust	0.5
jealousy	mustasukkaisuus	fear	0.365
jealousy	mustasukkaisuus	trust	0.188
octopus	mustekala	disgust	0.258
bruise	mustelma	anticipation	0.289
muddy	mutainen	disgust	0.461
mutter	mutista	anger	0.182
pout	mutristus	anger	0.203
stranger	muukalainen	fear	0.453
xenophobia	muukalaisviha	disgust	0.766
xenophobia	muukalaisviha	fear	0.656
mule	muuli	anger	0.167
mule	muuli	trust	0.281
reversal	muutos	anger	0.121
reversal	muutos	disgust	0.227
change	muuttaa	fear	0.198
constancy	muuttumattomuus	trust	0.656
mill	mylly	anticipation	0.305
overdue	myöhässä	anticipation	0.586
admitted	myönsi	trust	0.461
admit	myöntää	trust	0.562
affirmatively	myöntävästi	trust	0.664
compassion	myötätunto	fear	0.078
compassionate	myötätuntoinen	trust	0.695
venom	myrkky	anger	0.697
venom	myrkky	disgust	0.594
venom	myrkky	fear	0.804
venomous	myrkyllinen	anger	0.818
venomous	myrkyllinen	disgust	0.609
venomous	myrkyllinen	fear	0.781
poisoned	myrkytetty	anger	0.636
poisoned	myrkytetty	disgust	0.711
poisoned	myrkytetty	fear	0.886
poison	myrkyttää	anger	0.697
poison	myrkyttää	disgust	0.656
poison	myrkyttää	fear	0.797
poisoning	myrkytys	disgust	0.703
storm	myrsky	anger	0.507
stormy	myrskyinen	fear	0.531
tumultuous	myrskyisä	anger	0.844
tumultuous	myrskyisä	fear	0.578
sullen	myrtsi	anger	0.303
mystery	mysteeri	anticipation	0.711
store	myymälä	anticipation	0.352
shoplifting	myymälävarkaus	anger	0.258
shoplifting	myymälävarkaus	disgust	0.406
neighbor	naapuri-	anticipation	0.281
neighbor	naapuri-	trust	0.523
neighborhood	naapuruus	anticipation	0.266
spat	nahina	anger	0.641
marry	naida	anticipation	0.594
marry	naida	fear	0.125
marry	naida	joy	0.676
marry	naida	trust	0.594
matchmaker	naimakauppojenvälittäjä	anticipation	0.57
aloha	näkemiin	anticipation	0.438
aloha	näkemiin	joy	0.484
vision	näkemys	anticipation	0.633
visionary	näkijä	anticipation	0.602
visionary	näkijä	joy	0.5
visionary	näkijä	trust	0.594
vista	näköala	anticipation	0.422
perspective	näkökulma	anticipation	0.492
perspective	näkökulma	joy	0.221
prospect	näkymä	anticipation	0.719
famine	nälänhätä	sadness	0.812
hunger	nälkä	anger	0.235
hungry	nälkäinen	anticipation	0.547
starvation	nälkiintyminen	fear	0.719
starvation	nälkiintyminen	sadness	0.819
scoff	nälviä	anger	0.5
scoff	nälviä	disgust	0.375
yummy	nami	joy	0.484
grab	napata	anger	0.557
keyed	näppäilty	anger	0.394
pimple	näppylä	disgust	0.641
indignation	närkästys	anger	0.587
indignation	närkästys	disgust	0.453
bitch	narttu	anger	0.803
bitch	narttu	disgust	0.648
bitch	narttu	fear	0.297
pretty	nätti	anticipation	0.414
pretty	nätti	joy	0.469
pretty	nätti	trust	0.367
ribbon	nauha	anger	0.047
ribbon	nauha	anticipation	0.328
ribbon	nauha	joy	0.212
ridiculous	naurettava	anger	0.289
ridiculous	naurettava	disgust	0.352
laughter	nauru	anticipation	0.422
laughter	nauru	joy	0.824
bovine	nauta	disgust	0.422
enjoying	nautinto	anticipation	0.586
enjoying	nautinto	joy	0.771
enjoying	nautinto	trust	0.586
pleasures	nautintoja	joy	0.891
enjoy	nauttia	anticipation	0.578
enjoy	nauttia	joy	0.812
enjoy	nauttia	trust	0.484
navigator	navigator	anticipation	0.375
navigator	navigator	trust	0.578
substantiate	näyttäätoteen	trust	0.594
actress	näyttelijä	trust	0.305
needtorelax	needtorelax	fear	0.125
negation	negaatio	anger	0.344
virgin	neitsyt	trust	0.508
virginity	neitsyys	anticipation	0.531
nose	nenä	disgust	0.18
nepotism	nepotismi	anger	0.371
nepotism	nepotismi	disgust	0.484
nervouswreck	nervouswreck	fear	0.672
needles	neulat	fear	0.547
neurosis	neuroosi	fear	0.656
neurotic	neuroottinen	disgust	0.531
neurotic	neuroottinen	fear	0.703
neutral	neutraali	anticipation	0.148
neutral	neutraali	joy	0.114
neutral	neutraali	trust	0.398
neutrality	neutraaliuus	trust	0.43
counsel	neuvo	trust	0.656
advise	neuvoa	trust	0.57
adviser	neuvonantaja	trust	0.688
council	neuvosto	anticipation	0.328
council	neuvosto	trust	0.594
advice	neuvot	trust	0.617
negotiate	neuvotella	trust	0.445
bargaining	neuvotteluoikeuden	anger	0.167
newme	newme	joy	0.515
engulf	nielaista	anticipation	0.484
nigga	nigga	trust	0.273
sonervous	niinhermostunut	fear	0.484
sonice	niinkiva	joy	0.455
somuchtodo	niinpaljontehtävää	fear	0.212
soblessed	niinsiunattu	joy	0.706
soangry	niinvihainen	anger	0.758
somad	niinvihainen	anger	0.637
nicotine	nikotiini	disgust	0.422
nameless	nimetön	disgust	0.148
designation	nimitys	trust	0.586
recalcitrant	niskoitteleva	anger	0.588
recalcitrant	niskoitteleva	disgust	0.445
scarce	niukka	fear	0.327
scarcity	niukkuus	anger	0.35
scarcity	niukkuus	fear	0.438
witch	noita	anger	0.242
witch	noita	disgust	0.43
witch	noita	fear	0.565
witchcraft	noituus	anger	0.333
witchcraft	noituus	fear	0.703
lean	nojata	trust	0.383
soot	noki	disgust	0.32
witty	nokkela	joy	0.382
nettle	nokkonen	anger	0.422
nettle	nokkonen	disgust	0.289
hives	nokkosihottuma	fear	0.328
disgraced	nolottaa	anger	0.608
disgraced	nolottaa	disgust	0.523
disgraced	nolottaa	sadness	0.734
quicken	nopeuttaa	anticipation	0.562
craps	noppapeli	anticipation	0.414
noregrets	noregrets	joy	0.328
nerds	nörtit	trust	0.5
wimpy	nössö	anger	0.14
wimpy	nössö	disgust	0.367
wimpy	nössö	fear	0.312
nostalgia	nostalgia	joy	0.47
nostalgic	nostalginen	joy	0.439
lifted	nostettu	joy	0.547
settlor	nostettutrustinperustajaa	fear	0.172
withdrawals	nostot	fear	0.377
notary	notaari	trust	0.609
notamorningperson	notamorningperson	anger	0.266
groan	notkua	disgust	0.32
compliance	noudattaminen	trust	0.586
rising	nouseva	anticipation	0.648
rising	nouseva	joy	0.375
buffet	noutopöytä	anger	0.029
humble	nöyrä	disgust	0.047
humble	nöyrä	joy	0.344
humble	nöyrä	trust	0.68
humbled	nöyräksi	joy	0.234
servile	nöyristelevä	disgust	0.484
servile	nöyristelevä	fear	0.344
humility	nöyryys	joy	0.266
humility	nöyryys	trust	0.602
humiliate	nöyryyttää	anger	0.545
humiliating	nöyryyttävä	disgust	0.578
humiliation	nöyryytys	disgust	0.562
shabby	nuhjuinen	disgust	0.383
probity	nuhteettomuus	trust	0.422
reprimand	nuhtelu	anger	0.641
mace	nuija	fear	0.438
melee	nujakka	fear	0.734
doll	nukke	joy	0.234
dollhouse	nukkekoti	joy	0.182
digit	numero	trust	0.438
nun	nunna	trust	0.602
lick	nuolla	disgust	0.398
youth	nuoret	anger	0.045
youth	nuoret	anticipation	0.492
youth	nuoret	fear	0.062
youth	nuoret	joy	0.375
young	nuori	anticipation	0.5
young	nuori	joy	0.333
incongruous	nurinkurinen	anger	0.435
jerks	nykäyksiä	anger	0.515
twitching	nykiminen	anger	0.219
wimp	nynny	disgust	0.367
wimp	nynny	fear	0.328
boxing	nyrkkeily	anger	0.394
noob	nyyppä	anger	0.133
ocd	ocd	fear	0.375
wait	odota	anticipation	0.523
expected	odotettu	anticipation	0.562
expect	odottaa	anticipation	0.742
expect	odottaa	trust	0.477
unexpected	odottamaton	anticipation	0.453
unexpected	odottamaton	fear	0.312
unexpected	odottamaton	joy	0.203
expectant	odottava	anticipation	0.789
expectance	odotus	anticipation	0.75
offset	offset	anticipation	0.359
ohdear	ohhoh	fear	0.406
counsellor	ohjaaja	anger	0.059
counsellor	ohjaaja	fear	0.094
counsellor	ohjaaja	trust	0.57
counselor	ohjaaja	trust	0.648
instruction	ohje	trust	0.5
instructions	ohjeet	anticipation	0.367
instructions	ohjeet	trust	0.539
missiles	ohjukset	fear	0.934
missile	ohjus	fear	0.734
orthodoxy	oikeaoppisuus	trust	0.445
correctness	oikeellisuutta	trust	0.523
judicial	oikeudellinen	anticipation	0.305
judicial	oikeudellinen	trust	0.633
justice	oikeudenmukaisuus	trust	0.711
legal	oikeus	trust	0.641
lawsuit	oikeusjuttu	anger	0.386
lawsuit	oikeusjuttu	disgust	0.336
lawsuit	oikeusjuttu	fear	0.562
judiciary	oikeuslaitos	anticipation	0.398
judiciary	oikeuslaitos	trust	0.641
justifiable	oikeutettu	trust	0.688
legitimacy	oikeutus	trust	0.633
symptom	oire	fear	0.133
insight	oivallus	trust	0.562
dike	oja	fear	0.328
vomit	oksentaa	disgust	0.812
behappy	oleiloinen	joy	0.734
creature	olento	disgust	0.43
creature	olento	fear	0.34
lounging	oleskelu	joy	0.297
presumption	olettamus	anticipation	0.586
presumption	olettamus	trust	0.305
default	oletusarvo	disgust	0.227
default	oletusarvo	fear	0.226
beware	olevaruillasi	anticipation	0.633
beware	olevaruillasi	fear	0.547
greasy	öljyinen	disgust	0.672
sump	öljypohja	disgust	0.516
oils	öljyt	joy	0.141
shoulder	olkapää	trust	0.336
disagree	ollaerimieltä	anger	0.389
coexist	ollayhtäaikaaolemassa	trust	0.641
circumstances	olosuhteet	joy	0.125
circumstances	olosuhteet	trust	0.359
beer	olut	joy	0.141
metime	omaaika	joy	0.688
fortunes	omaisuuksia	joy	0.652
fortune	omaisuus	anticipation	0.656
fortune	omaisuus	joy	0.591
fortune	omaisuus	trust	0.383
homesweethome	omakotikullankallis	joy	0.826
embrace	omaksua	anticipation	0.617
embrace	omaksua	joy	0.676
embrace	omaksua	trust	0.602
conscience	omatunto	trust	0.633
omgomgomg	omgomgomg	fear	0.453
qualities	ominaisuudet	trust	0.617
possess	omistaa	anticipation	0.328
possess	omistaa	joy	0.219
possess	omistaa	trust	0.383
freakish	omituinen	disgust	0.68
freakish	omituinen	fear	0.484
problem	ongelma	fear	0.266
troubles	ongelmia	joy	0.062
angling	onkiminen	anticipation	0.578
charmed	onnekas	joy	0.546
luckygirl	onnekastyttö	joy	0.576
luckiest	onnekkain	joy	0.712
happy	onnellinen	anticipation	0.555
happy	onnellinen	joy	0.788
happy	onnellinen	trust	0.609
happier	onnellisempi	joy	0.797
happily	onnellisesti	joy	0.922
happiest	onnellisin	joy	0.986
happiness	onnellisuus	anticipation	0.641
happiness	onnellisuus	joy	0.984
happyday	onnenpäivä	joy	0.809
unhappy	onneton	anger	0.364
unhappy	onneton	disgust	0.211
unhappy	onneton	sadness	0.75
accident	onnettomuus	fear	0.75
unhappiness	onnettomuutta	joy	0.016
unhappiness	onnettomuutta	sadness	0.839
luck	onni	anticipation	0.594
luck	onni	joy	0.484
successful	onnistunut	anticipation	0.469
successful	onnistunut	joy	0.606
successful	onnistunut	trust	0.648
congratulatory	onnittelu-	joy	0.719
congrats	onnittelut	joy	0.773
vacuous	ontto	disgust	0.445
opium	oopiumi	anger	0.18
opium	oopiumi	disgust	0.445
opium	oopiumi	fear	0.344
opera	ooppera	anger	0.061
opera	ooppera	anticipation	0.469
opera	ooppera	fear	0.057
opera	ooppera	joy	0.109
opera	ooppera	trust	0.336
guide	opas	trust	0.57
guidebook	opaskirja	trust	0.664
mentor	opastaja	trust	0.703
guidance	opastus	trust	0.688
operation	operaatio	fear	0.266
operation	operaatio	trust	0.445
teach	opettaa	joy	0.212
teach	opettaa	trust	0.617
teacher	opettaja	trust	0.641
taught	opettanut	trust	0.523
tutelage	opetus	trust	0.469
disciple	opetuslapsi	trust	0.664
doctrine	oppi	trust	0.5
ignorant	oppimaton	disgust	0.406
lettered	oppinut	anticipation	0.398
lettered	oppinut	trust	0.359
apprentice	oppipoika	trust	0.422
lesson	oppitunti	anticipation	0.367
lesson	oppitunti	trust	0.461
opposition	oppositio	anger	0.469
optimism	optimismi	anticipation	0.625
optimism	optimismi	joy	0.703
optimism	optimismi	trust	0.617
optimist	optimisti	trust	0.5
optimistic	optimistinen	joy	0.723
oracle	oraakkeli	anticipation	0.555
oracle	oraakkeli	trust	0.438
nascent	orastava	anticipation	0.5
organization	organisaatio	anticipation	0.203
organization	organisaatio	joy	0.156
organization	organisaatio	trust	0.516
orgasm	orgasmi	anticipation	0.664
orgasm	orgasmi	joy	0.765
ori	ori	trust	0.297
slave	orja	anger	0.652
slave	orja	fear	0.531
slave	orja	sadness	0.797
slavery	orjuus	anger	0.609
slavery	orjuus	disgust	0.812
slavery	orjuus	fear	0.75
slavery	orjuus	sadness	0.828
enslaved	orjuutettu	anger	0.625
enslaved	orjuutettu	disgust	0.836
enslaved	orjuutettu	fear	0.781
enslaved	orjuutettu	sadness	0.828
orchestra	orkesteri	anger	0.132
orchestra	orkesteri	joy	0.221
orchestra	orkesteri	trust	0.445
orc	örkki	anger	0.289
orc	örkki	disgust	0.383
orc	örkki	fear	0.388
orphan	orpo	fear	0.453
orphan	orpo	sadness	0.734
involvement	osallistuminen	anger	0.152
attest	osoittaa	trust	0.586
befriend	osoittaajklleystävällisyyttä	joy	0.455
befriend	osoittaajklleystävällisyyttä	trust	0.594
picketing	osoittaamieltä	anger	0.456
vindicate	osoittaaoikeaksi	anger	0.371
applaud	osoittaasuosiota	trust	0.562
addresses	osoitteet	anticipation	0.289
manifestation	osoitus	fear	0.531
shopping	ostokset	anticipation	0.555
shopping	ostokset	joy	0.382
shopping	ostokset	trust	0.297
hit	osuma	anger	0.667
enable	otakäyttöön	trust	0.508
conjecture	otaksuma	anticipation	0.445
putative	otaksuttu	trust	0.477
bug	ötökkä	disgust	0.359
bug	ötökkä	fear	0.188
opportune	otollinen	joy	0.406
frowning	otsakurtussa	anger	0.239
frowning	otsakurtussa	disgust	0.219
title	otsikko	trust	0.469
regard	ottaahuomioon	trust	0.625
pissesmeoff	ottaapäähän	anger	0.812
backtrack	ottaatakapakkia	fear	0.151
bout	ottelu	anger	0.5
weird	outo	disgust	0.266
weirdo	outo	fear	0.328
sly	ovela	anger	0.375
sly	ovela	disgust	0.328
sly	ovela	fear	0.156
overplayed	overplayed	anger	0.206
overslept	overslept	fear	0.226
overthinker	overthinker	fear	0.153
principal	pääasiallinen	trust	0.57
whim	päähänpisto	anticipation	0.367
whim	päähänpisto	joy	0.266
broil	paahtaa	anger	0.516
scorching	paahtavankuuma	anger	0.719
toast	paahtoleipä	joy	0.281
parietal	päälaen	trust	0.398
bale	paali	fear	0.297
aggressor	päällekäyjä	anger	0.656
aggressor	päällekäyjä	fear	0.812
headaches	päänsärkyä	fear	0.359
stretcher	paarit	fear	0.406
rant	paasaus	anger	0.758
unleash	päästäävalloilleen	anger	0.515
overcome	päästäyli	fear	0.203
terminal	pääte	fear	0.703
insane	päätön	anger	0.621
insane	päätön	fear	0.656
preposterous	päätön	anger	0.547
indecisive	päättämätön	anger	0.172
indecisive	päättämätön	fear	0.25
closure	päättäminen	anticipation	0.352
closure	päättäminen	joy	0.172
determination	päättäväisyys	trust	0.711
pontiff	paavi	trust	0.5
escape	paeta	anticipation	0.625
escape	paeta	fear	0.406
evil	paha	anger	0.706
evil	paha	disgust	0.758
evil	paha	fear	0.833
ominous	pahaenteinen	anticipation	0.633
ominous	pahaenteinen	fear	0.594
infamous	pahamaineinen	anger	0.338
infamous	pahamaineinen	disgust	0.289
infamous	pahamaineinen	fear	0.422
notoriety	pahamaineisuus	anger	0.25
notoriety	pahamaineisuus	disgust	0.289
notoriety	pahamaineisuus	fear	0.109
malignant	pahanlaatuinen	anger	0.656
malignant	pahanlaatuinen	fear	0.734
malignancy	pahanlaatuisuus	fear	0.742
malignancy	pahanlaatuisuus	sadness	0.803
malicious	pahansuopa	anger	0.859
malicious	pahansuopa	disgust	0.617
malicious	pahansuopa	fear	0.656
malicious	pahansuopa	sadness	0.719
grumpy	pahantuulinen	anger	0.328
grumpy	pahantuulinen	disgust	0.305
moody	pahantuulinen	anger	0.412
badhabit	pahatapa	fear	0.242
resent	paheksua	anger	0.765
revulsion	paheksunta	anger	0.773
revulsion	paheksunta	disgust	0.766
revulsion	paheksunta	fear	0.516
disapproved	paheksuttu	anger	0.485
exacerbation	paheneminen	anger	0.531
exacerbation	paheneminen	fear	0.516
worsening	paheneminen	disgust	0.398
aggravates	pahentaa	anger	0.719
regretful	pahoillaan	sadness	0.75
nausea	pahoinvointi	disgust	0.711
nausea	pahoinvointi	fear	0.406
nauseous	pahoinvoiva	disgust	0.664
nauseous	pahoinvoiva	fear	0.375
regrets	pahoittelut	trust	0.281
devil	paholainen	anger	0.719
devil	paholainen	anticipation	0.273
devil	paholainen	disgust	0.664
devil	paholainen	fear	0.828
badness	pahuus	anger	0.536
badness	pahuus	disgust	0.422
badness	pahuus	fear	0.539
outdo	päihittää	anticipation	0.406
intoxicated	päihtynyt	disgust	0.594
localize	paikallistaa	anticipation	0.352
locate	paikantaa	anticipation	0.352
fallacious	paikkansapitämätön	anger	0.424
shepherd	paimen	joy	0.058
shepherd	paimen	trust	0.508
nightmare	painajainen	fear	0.828
nightmares	painajaisia	fear	0.759
nestle	painautua	trust	0.367
weighty	painava	fear	0.297
pressure	paine	fear	0.375
weight	paino	anticipation	0.258
weight	paino	disgust	0.219
weight	paino	fear	0.109
weight	paino	joy	0.109
weight	paino	trust	0.289
weightloss	painonpudotus	joy	0.362
edition	painos	anticipation	0.352
emphasize	painottaa	trust	0.438
sag	painua	fear	0.123
boil	paise	disgust	0.492
bloated	paisunut	disgust	0.625
diary	päiväkirja	joy	0.25
diary	päiväkirja	trust	0.422
	päivänselvä	trust	0.5
daily	päivittäin	anticipation	0.352
heathen	pakana	fear	0.422
pake	pake	trust	0.305
flee	pakenemaan	fear	0.594
fled	pakeni	fear	0.534
duress	pakko	anger	0.516
duress	pakko	disgust	0.5
duress	pakko	fear	0.641
compulsion	pakkomielle	anger	0.409
fugitive	pakolainen	anger	0.438
fugitive	pakolainen	disgust	0.383
fugitive	pakolainen	fear	0.703
fugitive	pakolainen	trust	0.141
forcibly	pakolla	anger	0.591
forcibly	pakolla	fear	0.7
forced	pakotettu	fear	0.569
coerce	pakottaa	anger	0.379
coerce	pakottaa	disgust	0.367
coerce	pakottaa	fear	0.484
coercion	pakottaminen	anger	0.515
coercion	pakottaminen	disgust	0.547
coercion	pakottaminen	fear	0.547
burnt	palanut	disgust	0.531
restitution	palautus	anger	0.281
expose	paljastaa	anticipation	0.562
expose	paljastaa	fear	0.375
revelations	paljastukset	fear	0.219
wages	palkat	joy	0.169
hire	palkata	anticipation	0.469
hire	palkata	joy	0.203
hire	palkata	trust	0.484
unpaid	palkaton	anger	0.203
bellows	palkeet	anger	0.562
laureate	palkinnonsaaja	trust	0.523
awards	palkinnot	joy	0.609
reward	palkinto	anticipation	0.656
reward	palkinto	joy	0.625
reward	palkinto	trust	0.508
prize	palkintoraha	trust	0.562
award	palkita	anticipation	0.641
award	palkita	joy	0.727
award	palkita	trust	0.523
payday	palkkapäivä	joy	0.515
mercenary	palkkasoturi	fear	0.625
salary	palkkaus	anticipation	0.516
salary	palkkaus	joy	0.234
salary	palkkaus	trust	0.414
beam	palkki	joy	0.456
dismemberment	paloittelu	disgust	0.812
dismemberment	paloittelu	fear	0.875
dismemberment	paloittelu	sadness	0.766
fireman	palomies	trust	0.625
incendiary	palopommi	anger	0.533
incendiary	palopommi	fear	0.625
servant	palvelija	trust	0.344
serve	palvella	trust	0.414
service	palvelu	joy	0.172
worship	palvonta	anticipation	0.422
worship	palvonta	fear	0.172
worship	palvonta	joy	0.379
worship	palvonta	trust	0.555
bang	pamaus	anger	0.422
bang	pamaus	disgust	0.305
bang	pamaus	fear	0.652
pandemic	pandemia	fear	0.664
pandemic	pandemia	sadness	0.75
panicking	paniikissa	fear	0.708
panic	paniikki	fear	0.75
anxietyattack	paniikkikohtaus	fear	0.797
panicattack	paniikkikohtaus	fear	0.774
panicked	panikoitu	fear	0.844
bank	pankki	trust	0.461
banker	pankkiiri	trust	0.352
anathema	pannajulistus	anger	0.485
anathema	pannajulistus	disgust	0.547
anathema	pannajulistus	fear	0.422
misplace	pannavääräänpaikkaan	anger	0.172
misplace	pannavääräänpaikkaan	disgust	0.156
stake	panos	fear	0.423
armor	panssari	fear	0.484
armor	panssari	trust	0.484
armored	panssaroitu	fear	0.469
pledge	pantti	joy	0.344
pledge	pantti	trust	0.688
hostage	panttivanki	anger	0.47
hostage	panttivanki	fear	0.734
priesthood	pappeus	anticipation	0.305
priesthood	pappeus	joy	0.121
priesthood	pappeus	trust	0.461
priest	pappi	trust	0.508
ordination	pappisvihkimys	anticipation	0.414
ordination	pappisvihkimys	joy	0.234
ordination	pappisvihkimys	trust	0.562
parrot	papukaija	disgust	0.156
parade	paraati	anticipation	0.562
parade	paraati	fear	0.062
parade	paraati	joy	0.621
healing	paranemista	anticipation	0.578
healing	paranemista	joy	0.328
healing	paranemista	trust	0.672
curable	parannettavissa	trust	0.562
improvement	parannus	joy	0.309
improvement	parannus	trust	0.523
remedy	parannuskeino	anticipation	0.578
remedy	parannuskeino	joy	0.227
remedy	parannuskeino	trust	0.516
improve	parantaa	anticipation	0.453
improve	parantaa	joy	0.364
improve	parantaa	trust	0.492
incurable	parantumaton	anger	0.379
incurable	parantumaton	disgust	0.508
incurable	parantumaton	fear	0.797
thebest	paras	joy	0.766
bestdayever	paraspäiväikinä	joy	0.938
paradise	paratiisi	joy	0.833
bestfriends	parhaatystävät	joy	0.682
malign	parjata	anger	0.562
malign	parjata	disgust	0.492
barks	parkikset	anger	0.364
verge	partaalla	anticipation	0.617
verge	partaalla	fear	0.234
pouting	partaturska	anger	0.25
razor	partaveitsi	fear	0.303
patrol	partio	trust	0.406
partner	partneri	joy	0.333
swarm	parvi	disgust	0.422
shit	paska	anger	0.573
shit	paska	disgust	0.82
bastards	paskiaiset	anger	0.741
shittest	paskin	anger	0.76
pastor	pastori	joy	0.197
pastor	pastori	trust	0.477
battalion	pataljoona	anger	0.471
competent	pätevä	trust	0.688
proficiency	pätevyys	anticipation	0.414
proficiency	pätevyys	joy	0.359
proficiency	pätevyys	trust	0.656
spur	patistaa	fear	0.262
shorty	pätkä	trust	0.289
patriarchal	patriarkaalinen	trust	0.461
cartridge	patruuna	fear	0.281
effigy	patsas	anger	0.439
standoff	pattitilanne	anger	0.576
standoff	pattitilanne	fear	0.716
snare	paula	fear	0.391
baboon	paviaani	disgust	0.25
pedicure	pedikyyri	joy	0.328
peepul	peepul	trust	0.219
softly	pehmeästi	joy	0.297
peice	peice	anger	0.172
troll	peikko	anger	0.279
troll	peikko	fear	0.422
cover	peite	trust	0.375
rescue	pelastaa	anticipation	0.664
rescue	pelastaa	joy	0.225
rescue	pelastaa	trust	0.531
savior	pelastaja	joy	0.543
mademyday	pelastipäiväni	joy	0.848
salvation	pelastus	anticipation	0.555
salvation	pelastus	joy	0.412
salvation	pelastus	trust	0.547
frightened	pelästynyt	fear	0.844
scare	pelästyttää	anger	0.588
scare	pelästyttää	anticipation	0.469
scare	pelästyttää	fear	0.844
fearing	peläten	fear	0.808
feared	pelätty	fear	0.782
gametime	peliaika	fear	0.328
gameday	pelipäivä	fear	0.125
dreading	pelkäätkö	fear	0.641
fear	pelko	anger	0.5
fear	pelko	fear	0.828
coward	pelkuri	disgust	0.555
coward	pelkuri	fear	0.578
cowardice	pelkuruus	fear	0.567
clowns	pellet	fear	0.207
afraid	peloissaan	fear	0.844
fears	pelot	fear	0.75
frighten	pelotella	fear	0.641
fearless	peloton	fear	0.2
scares	pelottaa	fear	0.66
frightful	pelottava	anger	0.562
frightful	pelottava	fear	0.812
scary	pelottava	fear	0.766
scarier	pelottavampi	fear	0.672
fearfully	pelottavan	fear	0.656
scariest	pelottavin	fear	0.844
gambler	peluri	anticipation	0.57
puppy	pentu	anticipation	0.5
puppy	pentu	trust	0.453
backoff	peräänny	anger	0.469
mate	perämies	trust	0.586
piles	peräpukamat	disgust	0.445
enema	peräruiske	disgust	0.727
familiarity	perehtyneisyys	anticipation	0.391
familiarity	perehtyneisyys	joy	0.333
familiarity	perehtyneisyys	trust	0.68
family	perhe	joy	0.5
familytime	perheaikaa	joy	0.515
ultimate	perimmäinen	anticipation	0.57
inheritance	perintö	anticipation	0.648
inheritance	perintö	joy	0.47
inheritance	perintö	trust	0.586
ancestral	perintökalleus	trust	0.547
friday	perjantai	joy	0.455
anthrax	pernarutto	disgust	0.766
anthrax	pernarutto	fear	0.859
grasping	perso	anticipation	0.555
personalities	persoonallisuuksia	trust	0.375
perspiration	perspiraatio	disgust	0.469
retract	perua	anger	0.348
fundamental	perus-	trust	0.617
footing	perusta	trust	0.359
establish	perustaa	trust	0.641
argument	perustelu	anger	0.545
established	perusti	joy	0.303
constitutional	perustuslaillinen	trust	0.586
revoke	peruuttaa	anger	0.485
revoke	peruuttaa	disgust	0.367
revoke	peruuttaa	fear	0.469
perversion	perversio	anger	0.53
perversion	perversio	disgust	0.758
pervert	perverssi	anger	0.485
pervert	perverssi	disgust	0.82
nest	pesä	trust	0.398
pesawat	pesawat	trust	0.234
unwashed	pesemätön	disgust	0.602
pessimism	pessimismi	anger	0.375
pessimism	pessimismi	fear	0.359
pessimist	pessimisti	fear	0.317
raccoon	pesukarhu	fear	0.127
petit	petit	trust	0.344
beast	peto	anger	0.562
beast	peto	fear	0.734
raptors	petolinnut	fear	0.641
treacherous	petollinen	anger	0.779
treacherous	petollinen	disgust	0.57
treacherous	petollinen	fear	0.75
treachery	petollisuus	anger	0.719
treachery	petollisuus	fear	0.856
treachery	petollisuus	sadness	0.848
betrayal	petos	anger	0.561
betrayal	petos	disgust	0.617
betrayal	petos	sadness	0.734
deceit	petos	fear	0.594
petpeeve	petpeeve	anger	0.375
betray	pettää	anger	0.625
betray	pettää	disgust	0.516
unfailing	pettämätön	trust	0.586
infallibility	pettämättömyys	trust	0.5
betrayed	petti	sadness	0.848
traitor	petturi	anger	0.562
traitor	petturi	disgust	0.602
traitor	petturi	fear	0.656
disapointment	pettymys	anger	0.29
disappointment	pettymys	disgust	0.297
disappointed	pettynyt	anger	0.348
disappointed	pettynyt	disgust	0.328
romp	peuhata	joy	0.348
pho	pho	joy	0.212
shortly	pian	anticipation	0.484
forestall	pidätellä	anticipation	0.422
apprehend	pidättää	fear	0.562
desist	pidättyä	anger	0.453
desist	pidättyä	disgust	0.281
prolong	pidentää	disgust	0.234
holder	pidin	trust	0.344
pieceofshit	pieceofshit	anger	0.81
littlethings	pienetasiat	joy	0.391
thresh	piestä	anger	0.484
thresh	piestä	fear	0.469
stingy	pihi	anger	0.344
stingy	pihi	disgust	0.398
stingy	pihi	fear	0.219
spike	piikki	fear	0.359
